ID,Study,Experiment,Entered.by,Host,Host.type,Parasite,Parasite.type,Study.type,X_gradient,Gradient.category,Trait,Trait.type,Trait.category,Gradient.as.predicted,Statistics,Level_C,Level_X,N_C,N_X,Mean_C,Variation_C,Lwr_C,Upr_C,Mean_X,Variation_X,Lwr_X,Upr_X,Success_C,Success_X,Variation.Type,OR,OR_SE,OR_N,F_X,F_df,Chi2,Chi2_df,Slope,R,R_N,R_df,Slope_SE,Z_X,Z_N,Z_df,Z_SE,Environment,Environmental_stage,Vector_transmitted,Final_host,Require_intermediate_host,Data_source,Comment,DOI
571,Rayl and Allender 2020. PLoS One,71,BW,Trachemys scripta elegans,Reptile,Frog virus-3,Virus,Experimental,Temperature,Environment,Normalized FV3 concetration (cloacal/oral swab),Intensity,Epidemiological,yes,Comparison,22C,28C,6,6,4218.69,3760.15,,,11.64,10.73,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,"No information on gradient direction, assumed by default. Authors provided raw data from which mean and SD were calculated. Viral loads recorded for the last day alive",10.1371/journal.pone.0241414
572,Rayl and Allender 2020. PLoS One,71,BW,Trachemys scripta elegans,Reptile,Frog virus-3,Virus,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,yes,Contingency table,22C,28C,6,6,27.67,2.88,,,16.83,7.14,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,"No information on gradient direction, assumed by default. Numbers of surviving individuals in raw data match information in Results. Data on uninfected turtles excluded because it looks suspiciously identical to challenged turtles, and there is no information in the text",10.1371/journal.pone.0241414
848,Bailey et al. 2013. Diseases Aqu Org.,106,AVS,Rana temporaria,Amphibian,Frog Virus3,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Uninfected demographic,yes,,15C,20C,30,30,,,,,,,,,0,6,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 2,Paper test susceptibility to a panel of 9 viruses. I only used the three to which the frog was suceptible. Prevalence and load is calculated from the dead animals which where tested.,10.3354/dao02574
849,Bailey et al. 2013. Diseases Aqu Org.,106,AVS,Rana temporaria,Amphibian,Frog Virus3,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,,15C,20C,28,29,,,,,,,,,9,29,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 2,Paper test susceptibility to a panel of 9 viruses. I only used the three to which the frog was suceptible. Prevalence and load is calculated from the dead animals which where tested.,10.3354/dao02574
850,Bailey et al. 2013. Diseases Aqu Org.,106,AVS,Rana temporaria,Amphibian,Frog Virus3,Virus,Experimental,Temperature,Environment,Prevalence,Prevalence,Epidemiological,yes,,15C,20C,9,9,,,,,,,,,7,9,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 2,Paper test susceptibility to a panel of 9 viruses. I only used the three to which the frog was suceptible. Prevalence and load is calculated from the dead animals which where tested.,10.3354/dao02574
851,Bailey et al. 2013. Diseases Aqu Org.,106,AVS,Rana temporaria,Amphibian,Frog Virus3,Virus,Experimental,Temperature,Environment,Load,Intensity,Epidemiological,yes,,15C,20C,6,5,6153909902,2782946273,,,7279811580,849831099.9,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Figure 6,Paper test susceptibility to a panel of 9 viruses. I only used the three to which the frog was suceptible. Prevalence and load is calculated from the dead animals which where tested. I summed the loads in the graph and calculated the mean and SD,10.3354/dao02574
89,Echaubard et al. 2014 Evol Appl,19,BW,Lithobates pipiens,Amphibian,"Frog Virus3 pooled strains azacR, SsMev and wt-FV3",Virus,Experimental,Temperature,Environment,Probability of infection,Prevalence,Epidemiological,yes,Comparison,Low_14C,High_22C,108,108,0.387874,0.0225465,,,0.264526,0.01712591,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient direction assumed by default. I pooled three Virusstrains in R to match mortality data. Sample size is not exact, assuming average in figure legend, parasite load and mortality measured roughly over the same 3 week period",10.1111/eva.12169
90,Echaubard et al. 2014 Evol Appl,20,BW,Lithobates sylvaticus,Amphibian,"Frog Virus3 pooled strains azacR, SsMev and wt-FV3",Virus,Experimental,Temperature,Environment,Probability of infection,Prevalence,Epidemiological,yes,Comparison,Low_14C,High_22C,216,216,0.497533,0.01855183,,,0.411417,0.01699127,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient direction assumed by default. I pooled three Virusstrains in R to match mortality data. Sample size is not exact, assuming average in figure legend, parasite load and mortality measured roughly over the same 3 week period",10.1111/eva.12169
91,Echaubard et al. 2014 Evol Appl,19,BW,Lithobates pipiens,Amphibian,"Frog Virus3 pooled strains azacR, SsMev and wt-FV3",Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,Comparison,Low_14C,High_22C,96,96,0.714407,0.08601835,,,0.263653,0.10666359,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 4,"three Virusstrains and two host genotypes pooled by authors. Sample size is not exact, assuming average in figure legend, parasite load and mortality measured roughly over the same 3 week period",10.1111/eva.12169
92,Echaubard et al. 2014 Evol Appl,20,BW,Lithobates sylvaticus,Amphibian,"Frog Virus3 pooled strains azacR, SsMev and wt-FV3",Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,Comparison,Low_14C,High_22C,96,96,0.653334,0.08258106,,,0.489888,0.09978897,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 4,"Gradient direction assumed by default. Three Virusstrains and two host genotypes pooled by authors. Sample size is not exact, assuming average in figure legend, parasite load and mortality measured roughly over the same 3 week period",10.1111/eva.12169
37,Brand et al. 2016 EcoHealth,7,BW,Ambystoma maculatum,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Viral copies in homogenate of liver and kidney,Intensity,Epidemiological,yes,Comparison,Cool_10C,Warm_25C,2,12,10,2,,,9476,3196,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 1,Viral load recorded after 28 days,10.1007/s10393-016-1120-1
38,Brand et al. 2016 EcoHealth,7,BW,Ambystoma maculatum,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,2,12,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,Prevalence recorded after 28 days,10.1007/s10393-016-1120-1
39,Brand et al. 2016 EcoHealth,8,BW,Hyla chrysoscelis,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Viral copies in homogenate of liver and kidney,Intensity,Epidemiological,no,Comparison,Warm_25C,Cool_10C,10,3,1267,538,,,5,0.3,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Viral load recorded after 28 days",10.1007/s10393-016-1120-1
40,Brand et al. 2016 EcoHealth,8,BW,Hyla chrysoscelis,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,10,3,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Prevalence recorded after 28 days",10.1007/s10393-016-1120-1
41,Brand et al. 2016 EcoHealth,9,BW,Lithobates clamitans,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Viral copies in homogenate of liver and kidney,Intensity,Epidemiological,no,Comparison,Warm_25C,Cool_10C,7,7,5781,1936,,,24,13,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Viral load recorded after 28 days",10.1007/s10393-016-1120-1
42,Brand et al. 2016 EcoHealth,9,BW,Lithobates clamitans,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,20,20,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Prevalence recorded after 28 days",10.1007/s10393-016-1120-1
43,Brand et al. 2016 EcoHealth,10,BW,Lithobates sylvaticus,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Viral copies in homogenate of liver and kidney,Intensity,Epidemiological,yes,Comparison,Cool_10C,Warm_25C,20,20,564,418,,,185464,21387,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Table 1,Viral load recorded after 28 days,10.1007/s10393-016-1120-1
44,Brand et al. 2016 EcoHealth,10,BW,Lithobates sylvaticus,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Infection prevalence,Prevalence,Epidemiological,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,7,8,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,Prevalence recorded after 28 days,10.1007/s10393-016-1120-1
45,Brand et al. 2016 EcoHealth,7,BW,Ambystoma maculatum,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,0,11,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,Mortality recorded after 28 days,10.1007/s10393-016-1120-1
46,Brand et al. 2016 EcoHealth,7,BW,Ambystoma maculatum,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Uninfected demographic,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,0,0,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Figure 1,"No mortality, no need to digitize",10.1007/s10393-016-1120-1
47,Brand et al. 2016 EcoHealth,8,BW,Hyla chrysoscelis,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,10,20,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Mortality recorded after 28 days",10.1007/s10393-016-1120-1
48,Brand et al. 2016 EcoHealth,8,BW,Hyla chrysoscelis,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Uninfected demographic,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,0,13,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Results p1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". N success obtained by mutliplying % mortality by N. For all other species, the exact mortality of uninfected individuals is not reported",10.1007/s10393-016-1120-1
49,Brand et al. 2016 EcoHealth,9,BW,Lithobates clamitans,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,8,1,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". Mortality recorded after 28 days",10.1007/s10393-016-1120-1
50,Brand et al. 2016 EcoHealth,9,BW,Lithobates clamitans,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Uninfected demographic,no,Contingency table,Warm_25C,Cool_10C,20,20,,,,,,,,,0,0,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Figure 1,"Gradient reversed because this species ""breeds during summer when water temperature is typically 20–30°C"". No mortality, no need to digitize",10.1007/s10393-016-1120-1
51,Brand et al. 2016 EcoHealth,10,BW,Lithobates sylvaticus,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Infected demographic,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,0,20,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Figure 1,Mortality recorded after 28 days,10.1007/s10393-016-1120-1
52,Brand et al. 2016 EcoHealth,10,BW,Lithobates sylvaticus,Amphibian,Frog Virus3 ranavirus,Virus,Experimental,Temperature,Environment,Mortality,Survivorship,Uninfected demographic,yes,Contingency table,Cool_10C,Warm_25C,20,20,,,,,,,,,0,0,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Figure 1,"No mortality, no need to digitize",10.1007/s10393-016-1120-1
1195,Shim et al. 2013. J Exp Mar Bio,145,AVS,Ilyanassa obsoleta,Mollusc,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Cercariae count,Intensity,Epidemiological,yes,,17C_inf,22C_inf,32,32,0.53,0.03,,,0.39,0.03,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Figure 2B,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1196,Shim et al. 2013. J Exp Mar Bio,145,AVS,Ilyanassa obsoleta,Mollusc,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Uninfected demographic,yes,,17C,22C,29,30,,,,,,,,,29,30,OR,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Text page 63,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1197,Shim et al. 2013. J Exp Mar Bio,145,AVS,Ilyanassa obsoleta,Mollusc,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Survival,Survivorship,Infected demographic,yes,,17C_inf,22C_inf,33,34,,,,,,,,,32,32,OR,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Text page 63,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1198,Shim et al. 2013. J Exp Mar Bio,146,AVS,Corophium volutator,Arthropod,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Mean survival (log days),Survivorship,Uninfected demographic,yes,,12C,17C,15,8,1.24,0.09,,,0.82,0.17,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Figure 5C,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1199,Shim et al. 2013. J Exp Mar Bio,146,AVS,Corophium volutator,Arthropod,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Mean survival (log days),Survivorship,Uninfected demographic,yes,,12C,22C,15,15,1.24,0.09,,,0.72,0.10,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Figure 5C,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1200,Shim et al. 2013. J Exp Mar Bio,146,AVS,Corophium volutator,Arthropod,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Mean survival (log days),Survivorship,Infected demographic,yes,,12C_inf,17C_inf,20,18,0.91,0.08,,,0.78,0.06,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Figure 5C,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
1201,Shim et al. 2013. J Exp Mar Bio,146,AVS,Corophium volutator,Arthropod,Gynaecotyla adunca,Helminth,Experimental,Temperature,Environment,Mean survival (log days),Survivorship,Infected demographic,yes,,12C_inf,22C_inf,20,19,0.91,0.08,,,0.72,0.06,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Figure 5C,"Excluded short term exp. with snails because missing demographic, and excluded experiment with amphipods because missing epidemiological",10.1016/j.jembe.2012.10.016
609,Masud et al. 2020. Royal Society Open Science,79,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Noise,Pollution,Parasite load,Intensity,Epidemiological,yes,Comparison ,no_noise,acute_noise_exposure,31,12,165.39,209.3,,,619,529.96,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,"N, mean and SD taken from raw data available on Dryad. I calculated parasite load on day 17 when survival experiment ends",10.1098/rsos.200172
610,Masud et al. 2020. Royal Society Open Science,79,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Noise,Pollution,Parasite load,Intensity,Epidemiological,yes,Comparison ,no_noise,chronic_noise_exposure,31,14,165.39,209.3,,,106,134.76,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,"N, mean and SD taken from raw data available on Dryad. I calculated parasite load on day 17 when survival experiment ends",10.1098/rsos.200172
611,Masud et al. 2020. Royal Society Open Science,79,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Noise,Pollution,Survival,Survivorship,Infected demographic,yes,Contingency table,no_noise,acute_noise_exposure,54,24,,,,,,,,,31,12,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,Survival to day 17 and N taken from raw data available on Dryad,10.1098/rsos.200172
612,Masud et al. 2020. Royal Society Open Science,79,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Noise,Pollution,Survival,Survivorship,Infected demographic,yes,Contingency table,no_noise,chronic_noise_exposure,54,28,,,,,,,,,31,14,OR,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Raw data file,Survival to day 17 and N taken from raw data available on Dryad,10.1098/rsos.200172
985,Masud et al. 2020 J. Exp Biol,125,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Environmental enrichment,Environment,Parasite intensity,Intensity ,Epidemiological,Yes,Comparison,Enriched,Barren,40,40,146.81412,16.77832,,,25.391998,7.393442,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Absent ,No,Yes,No,Digitized from Fig 1,Parasite intensity recorded at 17 days to match mortality,10.1242/jeb.229450
986,Masud et al. 2020 J. Exp Biol,125,BW,Poecilia reticulata,Fish,Gyrodactylus turnbulli,Helminth,Experimental,Environmental enrichment,Environment,Mortality,Survivorship,Infected demographic,Yes,GLMM,Enriched,Barren,40,40,,,,,,,,,,,Z,,,,,,,,,,,,,-0.11,,,,Aquatic,Absent ,No,Yes,No,Resutls paragraph 1,"Z score and N reported, author may provide raw data ",10.1242/jeb.229450
509,Paul-Pont et al. 2010 Marine PollutionBulletin,61,BW,Cerastoderma edule,Mollusc,Himasthla elongata,Helminth,Experimental,Cadmiun,Pollution,Parasite load (number of cysts),Intensity,Epidemiological,yes,Comparison,Control,Cadmium,3,3,8.032161,2.281032,,,10.301826,2.651783,,,,,SE,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Digitized from Fig1,Epidemiologicaleffects recorded on day 7,10.1016/j.marpolbul.2009.11.013
510,Paul-Pont et al. 2010 Marine PollutionBulletin,61,BW,Cerastoderma edule,Mollusc,Himasthla elongata,Helminth,Experimental,Cadmiun,Pollution,Mortality,Survivorship,Infected demographic,yes,Contingency table,Control,Cadmium,12,12,,,,,,,,,0,0,OR,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Results p1,No mortality had occured by day 7 in any treatment,10.1016/j.marpolbul.2009.11.013
511,Paul-Pont et al. 2010 Marine PollutionBulletin,61,BW,Cerastoderma edule,Mollusc,Himasthla elongata,Helminth,Experimental,Cadmiun,Pollution,Mortality,Survivorship,Uninfected demographic,yes,Contingency table,Control,Cadmium,12,12,,,,,,,,,0,0,OR,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Results p1,No mortality had occured by day 7 in any treatment,10.1016/j.marpolbul.2009.11.013
565,Selbach et al. 2020. International Journal of Parasitology,70,BW,Mytilus edulis,Mollusc,Himasthla elongata,Helminth,Experimental,Temperature,Environment,Parasite load (number of cysts),Intensity,Epidemiological,yes,Comparison,15C_low_exposure,35C_low_exposure,18,11,171.55,86.97,,,138.18,87.24,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Raw data file,Authors provided raw data from which mean and SD were calculated,10.1016/j.ijpara.2020.07.006
566,Selbach et al. 2020. International Journal of Parasitology,70,BW,Mytilus edulis,Mollusc,Himasthla elongata,Helminth,Experimental,Temperature,Environment,Parasite load (number of cysts),Intensity,Epidemiological,yes,Comparison,15C_high_exposure,35C_high_exposure,9,18,751.44,407.42,,,521.89,255.34,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Raw data file,Authors provided raw data from which mean and SD were calculated,10.1016/j.ijpara.2020.07.006
567,Selbach et al. 2020. International Journal of Parasitology,70,BW,Mytilus edulis,Mollusc,Himasthla elongata,Helminth,Experimental,Temperature,Environment,Survival time (arcsine of %),Survivorship,Infected demographic,yes,Comparison,15C_low_exposure,35C_low_exposure,18,11,72.12,15.13,,,65.14,11.33,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Raw data file,Authors provided raw data from which mean and SD were calculated,10.1016/j.ijpara.2020.07.006
568,Selbach et al. 2020. International Journal of Parasitology,70,BW,Mytilus edulis,Mollusc,Himasthla elongata,Helminth,Experimental,Temperature,Environment,Survival time (arcsine of %),Survivorship,Infected demographic,yes,Comparison,15C_high_exposure,35C_high_exposure,9,18,63.13,10.04,,,73.92,11.05,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Raw data file,Authors provided raw data from which mean and SD were calculated,10.1016/j.ijpara.2020.07.006
569,Selbach et al. 2020. International Journal of Parasitology,70,BW,Mytilus edulis,Mollusc,Himasthla elongata,Helminth,Experimental,Temperature,Environment,Survival time (arcsine of %),Survivorship,Uninfected demographic,yes,Comparison,15C_Control,35C_Control,15,14,83.74,8.76,,,72.6,11.52,,,,,SD,,,,,,,,,,,,,,,,,Aquatic,Present ,No,No,Yes,Raw data file,Authors provided raw data from which mean and SD were calculated,10.1016/j.ijpara.2020.07.006
325,Shostak et al. 2015. Journal of Parasitology,42,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp3,DE_6_Exp3,96,86,7.8,,6.5,9.4,7.1,,5.4,9.1,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"5 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They also give Max-Min as variation type",10.1645/15-733.1
326,Shostak et al. 2015. Journal of Parasitology,42,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp3,DE_10_Exp3,96,49,7.8,,6.5,9.4,5.6,,4.3,7.4,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"5 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They also give Max-Min as variation type",10.1645/15-733.1
327,Shostak et al. 2015. Journal of Parasitology,42,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp3,DE_14_Exp3,96,15,7.8,,6.5,9.4,5.3,,3.5,8.2,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"5 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They also give Max-Min as variation type",10.1645/15-733.1
328,Shostak et al. 2015. Journal of Parasitology,43,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp4,DE_5_Exp4,94,74,16.5,,14.2,19.1,13.4,,11.4,15.7,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"5 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. Max-Min also given",10.1645/15-733.1
329,Shostak et al. 2015. Journal of Parasitology,43,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp4,DE_10_Exp4,94,21,16.5,,14.2,19.1,7.2,,5.4,10.2,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"5 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. Max-Min also given",10.1645/15-733.1
330,Shostak et al. 2015. Journal of Parasitology,44,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp5_M,DE_4_Exp5_M,111,105,19.4,,16.7,22.2,19.9,,17.5,22.8,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"6 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They algo give Max-Min",10.1645/15-733.1
331,Shostak et al. 2015. Journal of Parasitology,44,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp5_M,DE_8_Exp5_M,111,62,19.4,,16.7,22.2,11.4,,9.6,13.4,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"6 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They algo give Max-Min",10.1645/15-733.1
332,Shostak et al. 2015. Journal of Parasitology,44,AVS,Tribolium confusum,Arthropod,Hymenolepis diminuta,Helminth,Experimental,diatomaceous earth,Toxin,Parasite abundace,Intensity,Epidemiological,yes,Comparison,DE_0_Exp5_Mated,DE_4_Exp5_Mated,108,103,17.1,,14.2,20.8,15.6,,13.3,18.8,,,Wald CI,,,,,,,,,,,,,,,,,Terrestrial,Present ,No,No,Yes,Table 1,"6 replicates per treatment. But authors pooled individuals across replicates to evaluate parasite intensity. Prior to pooling, they evaluated if there were differences between replicates of a given treatment. They algo give Max-Min",10.1645/15-733.1
